"","stat.Text","stat.label"
"2538","UK Tax Authorities Raid West Ham And NewcastleCCOTMAGAAmericaFirstPresidentTrump iklinl","neutral"
"2539","This is going to be an AWESOME rally in Harrisburg PA to celebrate PresidentTrumps FirstDays MA","positive"
"2540","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2541","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2542","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2543","UK Tax Authorities Raid West Ham And NewcastleCCOTMAGAAmericaFirstPresidentTrump iklinl","neutral"
"2544","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"2545","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2546","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2547","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2548","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2549","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2550","Dont forgetPresidentTrump Rally in Harrisburg PARally starts at pm EST AmFUb","neutral"
"2551","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2552","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2553","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2554","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2555","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2556","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2557","Trumps firstdays as drawn by Scott Stantis at cPIfoTm","neutral"
"2558","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2559","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2560","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2561","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2562","Ways to Make a Fast and Fancy Ingredient MocktailCCOTMAGAAmericaFirstPresidentTrump RUafkH","positive"
"2563","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2564","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2565","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo","negative"
"2566","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2567","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2568","Today marks the firstdays of the presidency of Donald Trump DonaldTrump Trump Trumpdays PresidentTrump BtCqXhbKK","positive"
"2569","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2570","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2571","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2572","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2573","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2574","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2575","A reconnaissance mission ahead of PresidentTrump visit to G KVDDoPAx","neutral"
"2576","The Era of PresidentTrump We are proud of him as We trust him in every wayWe sleep better at night knowing We have","positive"
"2577","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2578","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2579","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2580","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2581","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2582","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2583","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"2584","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2585","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2586","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2587","Yes The sweet taste of America after the first hundred days of PresidentTrump TheOnion TheDailyShow OelQRaLY","positive"
"2588","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2589","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2590","Today is the FirstDays of PresidentTrumpDays of MAGAUSA","neutral"
"2591","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2592","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2593","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2594","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta","negative"
"2595","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2596","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2597","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"2598","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2599","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"2600","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2601","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2602","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2603","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2604","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"2605","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2606","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2607","TheBest Vegan Things to Buy at Trader JoesCCOTMAGAAmericaFirstPresidentTrump HnPQVMMNE","neutral"
"2608","USA is now under new management PresidentTrumpteam MAGA oHQFdSwWyk","neutral"
"2609","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2610","By Tuesday nobody will even mention the firstdays of PresidentTrumptrust me","neutral"
"2611","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2612","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2613","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2614","True CrimesAmericas BackBIGGER BETTERSTRONGER tha UkJKNcgP MAGA PRESIDENTTRUMP USA AMERICAFIRST PEACE","positive"
"2615","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2616","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump MQUZlsTU","positive"
"2617","days time for the people to stand behind our President lets make dreams come true as a country and its peop jpYfRfIeuD","neutral"
"2618","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2619","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2620","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2621","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"2622","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2623","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"2624","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"2625","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2626","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2627","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"2628","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
